hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay_nights,total_guests,total_previous_bookings,estimated_revenue,arrival_month_num,arrival_day,arrival_weekday
City Hotel,0,113,2016,April,16,15,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.3,0,1,Check-Out,17-04-2016,2016-04-15,2,2,0,192.6,4,15,4
City Hotel,0,32,2017,February,9,26,2,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,2,Check-Out,02-03-2017,2017-02-26,4,2,0,299.2,2,26,6
City Hotel,1,326,2015,September,37,8,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient,60.0,0,0,Canceled,28-05-2015,2015-09-08,1,2,1,60.0,9,8,1
City Hotel,1,405,2016,August,34,18,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,Canceled,21-10-2015,2016-08-18,2,2,0,124.0,8,18,3
City Hotel,0,6,2017,February,5,4,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,100.3,0,3,Check-Out,09-02-2017,2017-02-04,5,2,0,501.5,2,4,5
City Hotel,1,396,2017,April,17,25,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,0.0,0,Transient,90.0,0,0,Canceled,17-04-2016,2017-04-25,1,2,0,90.0,4,25,1
Resort Hotel,0,128,2016,September,40,30,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,96.23,0,0,Check-Out,07-10-2016,2016-09-30,7,2,0,673.61,9,30,4
City Hotel,0,111,2017,April,14,3,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,1,Check-Out,05-04-2017,2017-04-03,2,2,0,190.0,4,3,0
Resort Hotel,1,233,2017,August,34,21,1,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,153.75,0,2,Canceled,13-01-2017,2017-08-21,6,2,0,922.5,8,21,0
Resort Hotel,0,0,2016,February,7,8,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,55.0,0,0,Check-Out,09-02-2016,2016-02-08,1,2,0,55.0,2,8,0
City Hotel,0,8,2017,August,34,23,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.5,0,0,Check-Out,25-08-2017,2017-08-23,2,2,0,259.0,8,23,2
City Hotel,0,206,2017,August,31,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,144.0,0,0,Check-Out,07-08-2017,2017-08-03,4,2,0,576.0,8,3,3
City Hotel,0,48,2015,October,40,2,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,73.51,0,0,Check-Out,05-10-2015,2015-10-02,3,2,0,220.53000000000003,10,2,4
City Hotel,0,19,2016,September,38,12,1,0,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.0,0,0,Check-Out,13-09-2016,2016-09-12,1,2,0,89.0,9,12,0
Resort Hotel,1,134,2016,August,34,17,2,4,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,274.0,0,0,Canceled,30-06-2016,2016-08-17,6,3,0,1644.0,8,17,2
Resort Hotel,0,5,2016,September,36,3,2,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,170.1,0,0,Check-Out,07-09-2016,2016-09-03,4,2,0,680.4,9,3,5
Resort Hotel,0,0,2016,November,46,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,85.0,0,0,Check-Out,12-11-2016,2016-11-11,1,2,0,85.0,11,11,4
City Hotel,0,12,2017,February,8,20,1,1,1,0,0,BB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,0.0,0,Transient,90.0,0,0,Check-Out,22-02-2017,2017-02-20,2,1,0,180.0,2,20,0
City Hotel,1,283,2016,October,43,16,2,0,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,96.0,0,0,Canceled,09-02-2016,2016-10-16,2,2,0,192.0,10,16,6
Resort Hotel,0,84,2017,April,16,18,1,5,1,0,0,BB,ITA,Direct,Direct,0,0,0,E,E,1,No Deposit,0.0,0.0,0,Transient-Party,74.6,0,0,Check-Out,24-04-2017,2017-04-18,6,1,0,447.59999999999997,4,18,1
City Hotel,0,86,2015,September,37,9,0,2,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,68.0,0,Transient-Party,90.0,0,0,Check-Out,11-09-2015,2015-09-09,2,1,0,180.0,9,9,2
Resort Hotel,0,204,2016,August,32,5,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,242.0,0.0,0,Transient,159.5,0,2,Check-Out,11-08-2016,2016-08-05,6,2,0,957.0,8,5,4
Resort Hotel,0,1,2016,April,18,29,0,2,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,D,D,0,No Deposit,0.0,402.0,0,Transient,72.5,0,0,Check-Out,01-05-2016,2016-04-29,2,2,1,145.0,4,29,4
City Hotel,1,100,2015,October,44,31,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,19-10-2015,2015-10-31,2,2,0,124.0,10,31,5
City Hotel,0,0,2016,December,49,1,0,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.0,0,1,Check-Out,03-12-2016,2016-12-01,2,1,0,192.0,12,1,3
Resort Hotel,0,5,2016,February,7,8,6,15,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,363.0,0.0,0,Transient,75.81,1,0,Check-Out,29-02-2016,2016-02-08,21,2,0,1592.01,2,8,0
City Hotel,0,104,2016,May,20,14,2,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient-Party,159.3,0,2,Check-Out,17-05-2016,2016-05-14,3,3,0,477.90000000000003,5,14,5
City Hotel,0,19,2015,September,39,20,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,14.0,84.0,0,Transient,124.0,0,0,Check-Out,21-09-2015,2015-09-20,1,2,0,124.0,9,20,6
Resort Hotel,0,1,2015,December,50,12,0,1,2,0,1,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,79.0,1,1,Check-Out,13-12-2015,2015-12-12,1,3,0,79.0,12,12,5
Resort Hotel,0,83,2017,January,2,10,4,10,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147.0,0.0,0,Transient,50.96,0,0,Check-Out,24-01-2017,2017-01-10,14,1,0,713.44,1,10,1
City Hotel,0,56,2015,November,45,6,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,0.0,0,Transient,60.0,0,1,Check-Out,09-11-2015,2015-11-06,3,2,0,180.0,11,6,4
City Hotel,1,111,2017,June,26,29,0,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,230.0,0,0,Canceled,14-03-2017,2017-06-29,1,4,0,230.0,6,29,3
City Hotel,1,265,2016,November,48,20,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,78.3,0,2,Canceled,23-09-2016,2016-11-20,3,2,0,234.89999999999998,11,20,6
City Hotel,0,93,2017,April,16,21,2,6,2,1,0,HB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,184.5,0,1,Check-Out,29-04-2017,2017-04-21,8,3,0,1476.0,4,21,4
City Hotel,0,53,2017,June,26,25,1,0,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,120.0,0,1,Check-Out,26-06-2017,2017-06-25,1,1,0,120.0,6,25,6
City Hotel,1,305,2016,November,45,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,0.0,0,Transient,89.0,0,0,Canceled,01-02-2016,2016-11-04,3,2,0,267.0,11,4,4
Resort Hotel,0,336,2016,September,38,15,1,3,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0.0,223.0,0,Transient-Party,73.5,1,0,Check-Out,19-09-2016,2016-09-15,4,2,0,294.0,9,15,3
City Hotel,0,188,2016,August,33,8,1,1,2,1,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,164.25,0,1,Check-Out,10-08-2016,2016-08-08,2,3,0,328.5,8,8,0
Resort Hotel,0,0,2015,December,51,18,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,127.0,0.0,0,Transient,30.5,0,1,Check-Out,19-12-2015,2015-12-18,1,2,1,30.5,12,18,4
City Hotel,0,175,2016,July,29,10,4,6,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,99.45,0,1,Check-Out,20-07-2016,2016-07-10,10,2,0,994.5,7,10,6
City Hotel,0,52,2017,April,17,28,0,1,2,0,0,BB,CN,Corporate,Corporate,0,0,0,A,A,1,Refundable,0.0,40.0,0,Transient-Party,77.0,1,1,Check-Out,29-04-2017,2017-04-28,1,2,0,77.0,4,28,4
Resort Hotel,1,11,2015,December,49,5,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,68.0,0,0,Canceled,02-12-2015,2015-12-05,3,2,1,204.0,12,5,5
City Hotel,1,194,2016,July,28,9,2,1,0,2,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0.0,0,Transient,86.63,0,0,Canceled,30-12-2015,2016-07-09,3,2,0,259.89,7,9,5
City Hotel,0,18,2016,June,25,13,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,0.0,0,Transient,97.02,0,0,Check-Out,14-06-2016,2016-06-13,1,2,0,97.02,6,13,0
City Hotel,0,2,2016,May,19,4,0,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,0.0,153.0,0,Transient,95.0,0,0,Check-Out,05-05-2016,2016-05-04,1,1,0,95.0,5,4,2
City Hotel,0,0,2017,March,12,21,0,2,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,D,1,No Deposit,0.0,45.0,0,Transient,0.0,0,1,Check-Out,23-03-2017,2017-03-21,2,1,1,0.0,3,21,1
City Hotel,0,2,2016,July,29,11,1,2,1,0,0,BB,PRT,Complementary,Corporate,1,2,6,A,A,0,No Deposit,0.0,45.0,0,Transient,0.0,0,1,Check-Out,14-07-2016,2016-07-11,3,1,8,0.0,7,11,0
City Hotel,0,28,2017,April,17,29,0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,115.0,0,1,Check-Out,30-04-2017,2017-04-29,1,2,0,115.0,4,29,5
Resort Hotel,0,0,2015,September,36,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,88.0,0.0,0,Transient,134.0,0,0,Check-Out,03-09-2015,2015-09-02,1,1,0,134.0,9,2,2
Resort Hotel,0,4,2017,February,6,7,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,154.0,0,Transient,35.0,0,0,Check-Out,10-02-2017,2017-02-07,3,1,0,105.0,2,7,1
City Hotel,1,181,2016,October,42,11,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,0.0,0,Transient-Party,120.0,0,0,No-Show,11-10-2016,2016-10-11,2,1,0,240.0,10,11,1
City Hotel,0,1,2016,November,48,22,0,3,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,0.0,0,Transient,100.0,0,1,Check-Out,25-11-2016,2016-11-22,3,2,0,300.0,11,22,1
City Hotel,0,12,2016,October,44,25,0,3,1,0,0,BB,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,130.0,0,2,Check-Out,28-10-2016,2016-10-25,3,1,0,390.0,10,25,1
City Hotel,1,125,2016,August,33,8,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,114.3,0,0,Canceled,05-04-2016,2016-08-08,5,2,0,571.5,8,8,0
Resort Hotel,0,312,2017,March,10,5,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,0.0,0,Transient-Party,56.0,0,0,Check-Out,12-03-2017,2017-03-05,7,2,0,392.0,3,5,6
City Hotel,0,42,2016,March,11,11,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,81.9,0,0,Check-Out,13-03-2016,2016-03-11,2,2,0,163.8,3,11,4
City Hotel,0,75,2015,September,38,19,2,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,23-09-2015,2015-09-19,4,2,0,248.0,9,19,5
City Hotel,1,334,2015,September,38,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,02-07-2015,2015-09-16,2,2,1,124.0,9,16,2
City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,0.0,39,Transient,130.0,0,0,Canceled,18-01-2016,2016-06-15,2,1,0,260.0,6,15,2
City Hotel,1,108,2017,August,34,20,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,0.0,0,Transient,71.1,0,0,Canceled,11-07-2017,2017-08-20,5,1,0,355.5,8,20,6
City Hotel,0,42,2016,April,14,2,0,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,117.9,0,0,Check-Out,03-04-2016,2016-04-02,1,2,0,117.9,4,2,5
Resort Hotel,0,18,2016,July,27,1,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,129.0,0,1,Check-Out,04-07-2016,2016-07-01,3,2,0,387.0,7,1,4
City Hotel,1,205,2016,August,32,4,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,0.0,0,Transient,80.75,0,0,Canceled,14-01-2016,2016-08-04,4,2,0,323.0,8,4,3
Resort Hotel,0,7,2017,February,6,10,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,66.0,0,2,Check-Out,12-02-2017,2017-02-10,2,2,0,132.0,2,10,4
City Hotel,1,274,2017,August,33,16,0,4,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,179.1,0,1,Canceled,16-11-2016,2017-08-16,4,4,0,716.4,8,16,2
City Hotel,0,67,2016,April,18,30,1,1,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,219.6,1,2,Check-Out,02-05-2016,2016-04-30,2,3,0,439.2,4,30,5
Resort Hotel,1,138,2016,April,18,25,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,0.0,0.0,0,Transient,65.0,0,0,Canceled,18-01-2016,2016-04-25,3,2,0,195.0,4,25,0
Resort Hotel,0,155,2017,February,7,15,6,15,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,0.0,0,Transient,45.0,0,1,Check-Out,08-03-2017,2017-02-15,21,2,0,945.0,2,15,2
City Hotel,0,4,2017,January,3,17,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,1,Check-Out,20-01-2017,2017-01-17,3,2,0,324.0,1,17,1
City Hotel,0,58,2016,September,40,29,0,1,2,1,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,160.8,0,2,Check-Out,30-09-2016,2016-09-29,1,3,0,160.8,9,29,3
City Hotel,1,317,2016,September,37,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58.0,0.0,56,Transient,90.0,0,0,Canceled,23-12-2015,2016-09-09,3,2,1,270.0,9,9,4
Resort Hotel,0,94,2017,February,7,13,1,3,3,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0.0,0,Transient-Party,88.0,0,0,Check-Out,17-02-2017,2017-02-13,4,3,0,352.0,2,13,0
City Hotel,1,19,2016,November,46,7,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Transient,150.0,0,0,Canceled,24-10-2016,2016-11-07,2,1,0,300.0,11,7,0
City Hotel,1,215,2017,June,26,28,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,110.0,0,0,Canceled,25-11-2016,2017-06-28,4,2,0,440.0,6,28,2
City Hotel,1,40,2016,April,15,6,0,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,189.9,0,0,Canceled,12-03-2016,2016-04-06,1,4,0,189.9,4,6,2
City Hotel,0,29,2016,October,41,5,1,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,161.0,0,2,Check-Out,10-10-2016,2016-10-05,5,2,0,805.0,10,5,2
Resort Hotel,0,31,2016,April,17,18,1,1,1,0,0,BB,DEU,Groups,Corporate,0,0,0,D,D,1,No Deposit,0.0,0.0,0,Transient,75.0,0,0,Check-Out,20-04-2016,2016-04-18,2,1,0,150.0,4,18,0
City Hotel,1,115,2017,August,34,25,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,195.0,0,2,Canceled,15-08-2017,2017-08-25,2,3,0,390.0,8,25,4
City Hotel,0,22,2017,March,11,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0.0,433.0,0,Transient,65.0,0,0,Check-Out,16-03-2017,2017-03-15,1,1,0,65.0,3,15,2
Resort Hotel,1,82,2016,February,7,7,2,0,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,0.0,0,Transient-Party,86.0,0,0,Canceled,17-11-2015,2016-02-07,2,2,1,172.0,2,7,6
City Hotel,1,57,2017,March,13,29,0,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,115.2,0,0,Canceled,13-02-2017,2017-03-29,2,3,0,230.4,3,29,2
City Hotel,0,91,2016,July,30,20,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,126.0,0,2,Check-Out,22-07-2016,2016-07-20,2,3,0,252.0,7,20,2
Resort Hotel,1,170,2017,June,26,26,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,3,No Deposit,314.0,0.0,0,Transient,118.4,0,0,Canceled,05-05-2017,2017-06-26,6,4,0,710.4000000000001,6,26,0
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,22-10-2015,2015-10-19,3,2,0,180.0,10,19,0
Resort Hotel,0,307,2017,June,23,8,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,98.4,0,0,Check-Out,22-06-2017,2017-06-08,14,2,0,1377.6000000000001,6,8,3
City Hotel,1,89,2015,July,31,27,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,0,Canceled,06-07-2015,2015-07-27,2,2,0,153.0,7,27,0
Resort Hotel,0,24,2016,June,26,25,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,95.69,0,1,Check-Out,28-06-2016,2016-06-25,3,2,0,287.07,6,25,5
City Hotel,1,177,2017,August,35,31,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,52.0,0.0,0,Transient,95.1,0,1,Canceled,26-07-2017,2017-08-31,3,2,0,285.29999999999995,8,31,3
City Hotel,0,11,2015,August,33,15,2,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0.0,0,Transient-Party,94.5,0,0,Check-Out,18-08-2015,2015-08-15,3,2,0,283.5,8,15,5
Resort Hotel,0,81,2016,July,29,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,194.29,0,2,Check-Out,22-07-2016,2016-07-15,7,2,0,1360.03,7,15,4
Resort Hotel,0,46,2016,December,53,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,162.0,0,0,Check-Out,01-01-2017,2016-12-30,2,2,0,324.0,12,30,4
City Hotel,0,1,2017,May,19,9,0,1,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0.0,0,Transient,110.5,0,0,Check-Out,10-05-2017,2017-05-09,1,1,0,110.5,5,9,1
City Hotel,1,181,2017,May,21,25,0,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,130.0,0,0,Canceled,25-11-2016,2017-05-25,2,2,0,260.0,5,25,3
Resort Hotel,0,7,2017,May,18,6,0,1,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,200.7,1,1,Check-Out,07-05-2017,2017-05-06,1,4,0,200.7,5,6,5
City Hotel,0,43,2016,August,32,5,2,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,168.3,0,2,Check-Out,09-08-2016,2016-08-05,4,3,0,673.2,8,5,4
City Hotel,0,229,2016,October,44,27,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,70.44,0,2,Check-Out,30-10-2016,2016-10-27,3,2,0,211.32,10,27,3
Resort Hotel,0,7,2017,April,15,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,0.0,0,Transient-Party,105.0,0,1,Check-Out,12-04-2017,2017-04-11,1,1,0,105.0,4,11,1
City Hotel,0,188,2015,August,35,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,89.25,0,1,Check-Out,28-08-2015,2015-08-23,5,2,0,446.25,8,23,6
City Hotel,0,26,2017,April,17,29,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,115.0,0,1,Check-Out,30-04-2017,2017-04-29,1,2,0,115.0,4,29,5
City Hotel,0,90,2017,May,21,21,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,117.0,0,1,Check-Out,24-05-2017,2017-05-21,3,2,0,351.0,5,21,6
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0.0,0,Transient,130.0,0,0,Canceled,25-11-2016,2017-05-30,2,2,0,260.0,5,30,1
Resort Hotel,0,56,2017,May,21,24,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0.0,251.0,0,Transient,62.0,0,0,Check-Out,25-05-2017,2017-05-24,1,2,0,62.0,5,24,2
Resort Hotel,0,20,2015,July,31,30,1,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,193.0,0,1,Check-Out,03-08-2015,2015-07-30,4,3,0,772.0,7,30,3
City Hotel,1,262,2015,July,28,6,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0.0,0,Contract,62.0,0,0,Canceled,01-01-2015,2015-07-06,2,2,1,124.0,7,6,0
Resort Hotel,1,14,2016,October,44,25,0,3,2,0,0,BB,FIN,Complementary,Direct,0,1,1,A,E,0,No Deposit,0.0,0.0,0,Transient,0.0,0,2,Canceled,18-10-2016,2016-10-25,3,2,2,0.0,10,25,1
City Hotel,1,443,2016,October,41,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,391,Transient,65.0,0,0,Canceled,20-09-2016,2016-10-07,2,2,0,130.0,10,7,4
City Hotel,0,97,2015,October,41,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,09-10-2015,2015-10-07,2,2,0,124.0,10,7,2
City Hotel,1,250,2016,September,40,26,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0.0,0,Transient,95.0,0,0,Canceled,28-06-2016,2016-09-26,4,2,0,380.0,9,26,0
City Hotel,1,72,2017,August,33,17,0,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0.0,0,Transient,138.02,0,2,Canceled,06-06-2017,2017-08-17,3,3,0,414.06000000000006,8,17,3
Resort Hotel,1,112,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0.0,0,Transient-Party,68.0,0,0,Canceled,10-02-2016,2016-02-12,2,2,0,136.0,2,12,4
